question,copilot_answer,luisgpt_answer,response_time,question,contexts,answer,ground_truth,context_precision,context_recall,faithfulness,answer_relevancy
Can I take annual leave during my probation period?,"Hello! To be able to help you, I'll need you to sign in.","Yes, you can apply for annual leave while you are still under probation, subject to direct manager's approval. However, it is important to note that your probationary status does not affect your eligibility for annual leave. You can find more information about the leave policy in the <a href=""https://singtel.sharepoint.com/sites/app_hrsingtel/policies/leave/pages/leave.aspx"" target=""_blank"">Leave Policy</a> document.",0.2304727554321289,Can I take annual leave during my probation period?,"['Yes, you can apply for annual leave while you are still under probation, subject to direct manager\'s approval. However, it is important to note that your probationary status does not affect your eligibility for annual leave. You can find more information about the leave policy in the <a href=""https://singtel.sharepoint.com/sites/app_hrsingtel/policies/leave/pages/leave.aspx"" target=""_blank"">Leave Policy</a> document.']","Hello! To be able to help you, I'll need you to sign in.","Yes, you can apply for annual leave while you are still under probation, subject to direct manager's approval. However, it is important to note that your probationary status does not affect your eligibility for annual leave. You can find more information about the leave policy in the <a href=""https://singtel.sharepoint.com/sites/app_hrsingtel/policies/leave/pages/leave.aspx"" target=""_blank"">Leave Policy</a> document.",0.9999999999,1.0,0.0,0.0
Can i apply Medical Leave with MC obtained from overseas? ,"Hello! To be able to help you, I'll need you to sign in.","Hi there! As a HR Assistant, I'm happy to help you with your questions. Based on the information provided, it seems that you are asking if you can apply for Medical Leave with a Medical Certificate (MC) obtained from overseas.

The answer is yes, you can apply for Medical Leave with an MC from overseas, but there are some conditions to note. According to the Medical Leave Policy, employees can apply for Medical Leave with an MC issued by a registered medical or dental practitioner. However, the policy also states that supporting documents or medical certificates from non-panel overseas clinics or hospitals are not recognized.

Therefore, if you obtain an MC from an overseas clinic or hospital that is not part of the company's panel, it may not be accepted for Medical Leave purposes. It's always best to check with your HR representative or the company's Medical Leave Policy to confirm the requirements and procedures for applying for Medical Leave with an MC from overseas.

Additionally, as mentioned in the policy, there is no half-day Medical, Sick, or Hospitalisation leave. Employees who are unwell may apply up to 3 days of non-consecutive sick leave in a year without having to attach a medical certificate, which will be deducted from their 14 days sick leave entitlement.

I hope this helps clarify things for you. If you have any further questions or concerns, please don't hesitate to reach out to me or your HR representative.

Additionally, you can check out the following links for more information:
- <a href='https://singtel.sharepoint.com/sites/app_hrsingtel/Policies/Leave/Pages/Medical%20Leave.aspx' target='_blank'> Medical Leave </a>",0.2253598690032959,Can i apply Medical Leave with MC obtained from overseas? ,"[""Hi there! As a HR Assistant, I'm happy to help you with your questions. Based on the information provided, it seems that you are asking if you can apply for Medical Leave with a Medical Certificate (MC) obtained from overseas.\n\nThe answer is yes, you can apply for Medical Leave with an MC from overseas, but there are some conditions to note. According to the Medical Leave Policy, employees can apply for Medical Leave with an MC issued by a registered medical or dental practitioner. However, the policy also states that supporting documents or medical certificates from non-panel overseas clinics or hospitals are not recognized.\n\nTherefore, if you obtain an MC from an overseas clinic or hospital that is not part of the company's panel, it may not be accepted for Medical Leave purposes. It's always best to check with your HR representative or the company's Medical Leave Policy to confirm the requirements and procedures for applying for Medical Leave with an MC from overseas.\n\nAdditionally, as mentioned in the policy, there is no half-day Medical, Sick, or Hospitalisation leave. Employees who are unwell may apply up to 3 days of non-consecutive sick leave in a year without having to attach a medical certificate, which will be deducted from their 14 days sick leave entitlement.\n\nI hope this helps clarify things for you. If you have any further questions or concerns, please don't hesitate to reach out to me or your HR representative.\n\nAdditionally, you can check out the following links for more information:\n- <a href='https://singtel.sharepoint.com/sites/app_hrsingtel/Policies/Leave/Pages/Medical%20Leave.aspx' target='_blank'> Medical Leave </a>""]","Hello! To be able to help you, I'll need you to sign in.","Hi there! As a HR Assistant, I'm happy to help you with your questions. Based on the information provided, it seems that you are asking if you can apply for Medical Leave with a Medical Certificate (MC) obtained from overseas.

The answer is yes, you can apply for Medical Leave with an MC from overseas, but there are some conditions to note. According to the Medical Leave Policy, employees can apply for Medical Leave with an MC issued by a registered medical or dental practitioner. However, the policy also states that supporting documents or medical certificates from non-panel overseas clinics or hospitals are not recognized.

Therefore, if you obtain an MC from an overseas clinic or hospital that is not part of the company's panel, it may not be accepted for Medical Leave purposes. It's always best to check with your HR representative or the company's Medical Leave Policy to confirm the requirements and procedures for applying for Medical Leave with an MC from overseas.

Additionally, as mentioned in the policy, there is no half-day Medical, Sick, or Hospitalisation leave. Employees who are unwell may apply up to 3 days of non-consecutive sick leave in a year without having to attach a medical certificate, which will be deducted from their 14 days sick leave entitlement.

I hope this helps clarify things for you. If you have any further questions or concerns, please don't hesitate to reach out to me or your HR representative.

Additionally, you can check out the following links for more information:
- <a href='https://singtel.sharepoint.com/sites/app_hrsingtel/Policies/Leave/Pages/Medical%20Leave.aspx' target='_blank'> Medical Leave </a>",0.9999999999,1.0,0.0,0.0
How do i refer someone to join Singtel?,"Hello! To be able to help you, I'll need you to sign in.","Hello! I'm Luis, a Human Resource (HR) Assistant at Singtel. If you're interested in referring someone to join Singtel, you can do so through our employee referral program called ""Refer A Friend."" Here's how it works:

1. Check the eligibility criteria: Before you start referring, make sure you're eligible to participate in the program. All regular and direct contractors of Singtel Group are eligible, except for temporary/agency contractors, employees involved in the hiring and selection process, employees within the HR and Global Resource Management departments, and senior and top management employees.
2. Look for available jobs: Check the Singtel Group Career Portal for available positions that match your friend's skills and interests. You can also search for job openings on various job search platforms like LinkedIn, Indeed, or Glassdoor.
3. Refer your friend: Once you've found a suitable job opening, click on the ""Refer Friend to Job"" feature on the job advertisement page. Enter your friend's contact details and a brief introduction, and submit the referral. Make sure to include your friend's resume and a cover letter highlighting their relevant skills and experience.
4. Track your referral: After submitting the referral, you can track its status through the HRCentral Referral Tracking system. You'll receive updates on the progress of your referral, including whether your friend has been shortlisted for an interview or offered a job.
5. Receive your reward: If your friend is successfully hired, you'll receive a referral award based on the grade level of the position they're hired for. The referral award ranges from SGD $800 to SGD $2,000, depending on the grade level.

Remember, all referrals must be submitted via HRCentral Career Opportunities before the interview process. Submissions through any other channels will not be eligible for the referral award. Good luck with your referral!

Additionally, you can check out the following links for more information:
- To access HRCentral, you may visit Espresso > Self-service > HRCentral 
",0.2611302852630615,How do i refer someone to join Singtel?,"['Hello! I\'m Luis, a Human Resource (HR) Assistant at Singtel. If you\'re interested in referring someone to join Singtel, you can do so through our employee referral program called ""Refer A Friend."" Here\'s how it works:\n\n1. Check the eligibility criteria: Before you start referring, make sure you\'re eligible to participate in the program. All regular and direct contractors of Singtel Group are eligible, except for temporary/agency contractors, employees involved in the hiring and selection process, employees within the HR and Global Resource Management departments, and senior and top management employees.\n2. Look for available jobs: Check the Singtel Group Career Portal for available positions that match your friend\'s skills and interests. You can also search for job openings on various job search platforms like LinkedIn, Indeed, or Glassdoor.\n3. Refer your friend: Once you\'ve found a suitable job opening, click on the ""Refer Friend to Job"" feature on the job advertisement page. Enter your friend\'s contact details and a brief introduction, and submit the referral. Make sure to include your friend\'s resume and a cover letter highlighting their relevant skills and experience.\n4. Track your referral: After submitting the referral, you can track its status through the HRCentral Referral Tracking system. You\'ll receive updates on the progress of your referral, including whether your friend has been shortlisted for an interview or offered a job.\n5. Receive your reward: If your friend is successfully hired, you\'ll receive a referral award based on the grade level of the position they\'re hired for. The referral award ranges from SGD $800 to SGD $2,000, depending on the grade level.\n\nRemember, all referrals must be submitted via HRCentral Career Opportunities before the interview process. Submissions through any other channels will not be eligible for the referral award. Good luck with your referral!\n\nAdditionally, you can check out the following links for more information:\n- To access HRCentral, you may visit Espresso > Self-service > HRCentral \n']","Hello! To be able to help you, I'll need you to sign in.","Hello! I'm Luis, a Human Resource (HR) Assistant at Singtel. If you're interested in referring someone to join Singtel, you can do so through our employee referral program called ""Refer A Friend."" Here's how it works:

1. Check the eligibility criteria: Before you start referring, make sure you're eligible to participate in the program. All regular and direct contractors of Singtel Group are eligible, except for temporary/agency contractors, employees involved in the hiring and selection process, employees within the HR and Global Resource Management departments, and senior and top management employees.
2. Look for available jobs: Check the Singtel Group Career Portal for available positions that match your friend's skills and interests. You can also search for job openings on various job search platforms like LinkedIn, Indeed, or Glassdoor.
3. Refer your friend: Once you've found a suitable job opening, click on the ""Refer Friend to Job"" feature on the job advertisement page. Enter your friend's contact details and a brief introduction, and submit the referral. Make sure to include your friend's resume and a cover letter highlighting their relevant skills and experience.
4. Track your referral: After submitting the referral, you can track its status through the HRCentral Referral Tracking system. You'll receive updates on the progress of your referral, including whether your friend has been shortlisted for an interview or offered a job.
5. Receive your reward: If your friend is successfully hired, you'll receive a referral award based on the grade level of the position they're hired for. The referral award ranges from SGD $800 to SGD $2,000, depending on the grade level.

Remember, all referrals must be submitted via HRCentral Career Opportunities before the interview process. Submissions through any other channels will not be eligible for the referral award. Good luck with your referral!

Additionally, you can check out the following links for more information:
- To access HRCentral, you may visit Espresso > Self-service > HRCentral 
",0.9999999999,1.0,0.0,0.0
how to make a complain against my boss?,"Hello! To be able to help you, I'll need you to sign in.","Hello! I'm Luis, HR Assistant at Singtel. Sorry to hear that you're having issues with your boss. If you'd like to make a complaint against your boss, please follow these steps:

1. Review Singtel's policies: Before submitting a complaint, familiarize yourself with Singtel's policies and procedures, especially those related to workplace conduct and harassment. This will help you understand what behaviors are considered unacceptable and what steps you can take to address them.
2. Document incidents: Keep a record of all incidents involving your boss that you find concerning or inappropriate. Include dates, times, locations, and details of what happened. This documentation will be helpful in supporting your complaint.
3. Talk to your boss: If you feel comfortable, try talking to your boss about the issues you've experienced. It's possible that there's a misunderstanding that can be resolved through open communication. Be calm, professional, and specific about the behaviors that are causing you concern.
4. Report to HR: If talking to your boss doesn't work or if you don't feel comfortable addressing them directly, submit a complaint to HR. You can reach out to me, Luis, at [insert contact information], or your HR representative. Provide all relevant details, including the incidents you've documented.
5. Follow up: After submitting your complaint, follow up with HR to ensure that it's being investigated and addressed. Keep records of any correspondence or conversations related to your complaint.

Remember, Singtel takes workplace harassment and discrimination seriously, and we're committed to providing a safe and respectful work environment. Don't hesitate to speak up if you experience or witness inappropriate behavior.",0.0832335472106933,how to make a complain against my boss?,"[""Hello! I'm Luis, HR Assistant at Singtel. Sorry to hear that you're having issues with your boss. If you'd like to make a complaint against your boss, please follow these steps:\n\n1. Review Singtel's policies: Before submitting a complaint, familiarize yourself with Singtel's policies and procedures, especially those related to workplace conduct and harassment. This will help you understand what behaviors are considered unacceptable and what steps you can take to address them.\n2. Document incidents: Keep a record of all incidents involving your boss that you find concerning or inappropriate. Include dates, times, locations, and details of what happened. This documentation will be helpful in supporting your complaint.\n3. Talk to your boss: If you feel comfortable, try talking to your boss about the issues you've experienced. It's possible that there's a misunderstanding that can be resolved through open communication. Be calm, professional, and specific about the behaviors that are causing you concern.\n4. Report to HR: If talking to your boss doesn't work or if you don't feel comfortable addressing them directly, submit a complaint to HR. You can reach out to me, Luis, at [insert contact information], or your HR representative. Provide all relevant details, including the incidents you've documented.\n5. Follow up: After submitting your complaint, follow up with HR to ensure that it's being investigated and addressed. Keep records of any correspondence or conversations related to your complaint.\n\nRemember, Singtel takes workplace harassment and discrimination seriously, and we're committed to providing a safe and respectful work environment. Don't hesitate to speak up if you experience or witness inappropriate behavior.""]","Hello! To be able to help you, I'll need you to sign in.","Hello! I'm Luis, HR Assistant at Singtel. Sorry to hear that you're having issues with your boss. If you'd like to make a complaint against your boss, please follow these steps:

1. Review Singtel's policies: Before submitting a complaint, familiarize yourself with Singtel's policies and procedures, especially those related to workplace conduct and harassment. This will help you understand what behaviors are considered unacceptable and what steps you can take to address them.
2. Document incidents: Keep a record of all incidents involving your boss that you find concerning or inappropriate. Include dates, times, locations, and details of what happened. This documentation will be helpful in supporting your complaint.
3. Talk to your boss: If you feel comfortable, try talking to your boss about the issues you've experienced. It's possible that there's a misunderstanding that can be resolved through open communication. Be calm, professional, and specific about the behaviors that are causing you concern.
4. Report to HR: If talking to your boss doesn't work or if you don't feel comfortable addressing them directly, submit a complaint to HR. You can reach out to me, Luis, at [insert contact information], or your HR representative. Provide all relevant details, including the incidents you've documented.
5. Follow up: After submitting your complaint, follow up with HR to ensure that it's being investigated and addressed. Keep records of any correspondence or conversations related to your complaint.

Remember, Singtel takes workplace harassment and discrimination seriously, and we're committed to providing a safe and respectful work environment. Don't hesitate to speak up if you experience or witness inappropriate behavior.",0.9999999999,1.0,0.0,0.0
How do I obtain letter of employment?,"Hello! To be able to help you, I'll need you to sign in.","To obtain a letter of employment, you can follow these steps:

1. Click on the following link > <a href=""https://apps.powerapps.com/play/e/default-beb276ac-6e9f-498e-8e31-019ee666decd/a/cf4b9892-d3f2-4bcd-8297-59dfbad3ef77?tenantId=beb276ac-6e9f-498e-8e31-019ee666decd&hint=ec9cafaf-f840-42fb-a403-b6ed18e1196e&sourcetime=1692925785113&source=portal"" target=""_blank"">Certificate of Employment Request</a>.
2. Alternatively, you may access it through <a href=""https://singtel.sharepoint.com/Pages/default.aspx"" target=""_blank"">Singtel Group Espresso Home Page</a> > go > SELF-SERVICE > Click on Certificate of Employment Request
3. Under * Type of Letter(s), select [General Purpose]
4. If you cannot find a match of the Addressee, scroll down to select ""THE OFFICER-IN-CHARGE"" and type the address in CAPITAL Letters in the ""Organization Address to be send to (if applicable) text box.""
5. Once you have submitted the request form, you will receive email notification upon successful submission of request. You will receive soft copy of the certificate of employment / letter of employment / company verification letter within 24 hours.
6. If you did not receive soft copy of the certificate of employment / letter of employment / company verification letter, please email to the People Ops Team for assistance. Singtel Employee: email [hremployteam@singtel.com] NCS Employee: email [ml-ncshropsup@singtel.com]

Therefore, you can obtain a letter of employment by following the steps mentioned above, or you can contact the People Ops Team for assistance.

Additionally, you can check out the following links for more information:
- <a href=""https://singtel.sharepoint.com/Pages/default.aspx"" target=""_blank""> Espresso </a> 
",0.2203034877777099,How do I obtain letter of employment?,"['To obtain a letter of employment, you can follow these steps:\n\n1. Click on the following link > <a href=""https://apps.powerapps.com/play/e/default-beb276ac-6e9f-498e-8e31-019ee666decd/a/cf4b9892-d3f2-4bcd-8297-59dfbad3ef77?tenantId=beb276ac-6e9f-498e-8e31-019ee666decd&hint=ec9cafaf-f840-42fb-a403-b6ed18e1196e&sourcetime=1692925785113&source=portal"" target=""_blank"">Certificate of Employment Request</a>.\n2. Alternatively, you may access it through <a href=""https://singtel.sharepoint.com/Pages/default.aspx"" target=""_blank"">Singtel Group Espresso Home Page</a> > go > SELF-SERVICE > Click on Certificate of Employment Request\n3. Under * Type of Letter(s), select [General Purpose]\n4. If you cannot find a match of the Addressee, scroll down to select ""THE OFFICER-IN-CHARGE"" and type the address in CAPITAL Letters in the ""Organization Address to be send to (if applicable) text box.""\n5. Once you have submitted the request form, you will receive email notification upon successful submission of request. You will receive soft copy of the certificate of employment / letter of employment / company verification letter within 24 hours.\n6. If you did not receive soft copy of the certificate of employment / letter of employment / company verification letter, please email to the People Ops Team for assistance. Singtel Employee: email [hremployteam@singtel.com] NCS Employee: email [ml-ncshropsup@singtel.com]\n\nTherefore, you can obtain a letter of employment by following the steps mentioned above, or you can contact the People Ops Team for assistance.\n\nAdditionally, you can check out the following links for more information:\n- <a href=""https://singtel.sharepoint.com/Pages/default.aspx"" target=""_blank""> Espresso </a> \n']","Hello! To be able to help you, I'll need you to sign in.","To obtain a letter of employment, you can follow these steps:

1. Click on the following link > <a href=""https://apps.powerapps.com/play/e/default-beb276ac-6e9f-498e-8e31-019ee666decd/a/cf4b9892-d3f2-4bcd-8297-59dfbad3ef77?tenantId=beb276ac-6e9f-498e-8e31-019ee666decd&hint=ec9cafaf-f840-42fb-a403-b6ed18e1196e&sourcetime=1692925785113&source=portal"" target=""_blank"">Certificate of Employment Request</a>.
2. Alternatively, you may access it through <a href=""https://singtel.sharepoint.com/Pages/default.aspx"" target=""_blank"">Singtel Group Espresso Home Page</a> > go > SELF-SERVICE > Click on Certificate of Employment Request
3. Under * Type of Letter(s), select [General Purpose]
4. If you cannot find a match of the Addressee, scroll down to select ""THE OFFICER-IN-CHARGE"" and type the address in CAPITAL Letters in the ""Organization Address to be send to (if applicable) text box.""
5. Once you have submitted the request form, you will receive email notification upon successful submission of request. You will receive soft copy of the certificate of employment / letter of employment / company verification letter within 24 hours.
6. If you did not receive soft copy of the certificate of employment / letter of employment / company verification letter, please email to the People Ops Team for assistance. Singtel Employee: email [hremployteam@singtel.com] NCS Employee: email [ml-ncshropsup@singtel.com]

Therefore, you can obtain a letter of employment by following the steps mentioned above, or you can contact the People Ops Team for assistance.

Additionally, you can check out the following links for more information:
- <a href=""https://singtel.sharepoint.com/Pages/default.aspx"" target=""_blank""> Espresso </a> 
",0.9999999999,1.0,0.0,0.0
Can I apply sick leave during probation?,"Hello! To be able to help you, I'll need you to sign in.","Based on the provided context, the answer to the question ""Can I apply sick leave during probation?"" is yes. According to the company's policy, employees are entitled to sick leave during their probation period. However, it's important to note that the employee must ensure that their immediate supervisor is informed on the day of their absence from work and that they attach supporting documentation, such as a medical certificate, when applying for leave via HR Central - Time Off. Additionally, employees who have fully utilized their sick leave may need to apply for annual leave or no pay leave if they fall sick again.

Additionally, you can check out the following links for more information:
- To access HRCentral, you may visit Espresso > Self-service > HRCentral 
- <a href='https://singtel.sharepoint.com/sites/app_hrsingtel/Policies/Leave/Pages/Medical%20Leave.aspx' target='_blank'> Medical Leave </a> 
",0.2098841190338135,Can I apply sick leave during probation?,"['Based on the provided context, the answer to the question ""Can I apply sick leave during probation?"" is yes. According to the company\'s policy, employees are entitled to sick leave during their probation period. However, it\'s important to note that the employee must ensure that their immediate supervisor is informed on the day of their absence from work and that they attach supporting documentation, such as a medical certificate, when applying for leave via HR Central - Time Off. Additionally, employees who have fully utilized their sick leave may need to apply for annual leave or no pay leave if they fall sick again.\n\nAdditionally, you can check out the following links for more information:\n- To access HRCentral, you may visit Espresso > Self-service > HRCentral \n- <a href=\'https://singtel.sharepoint.com/sites/app_hrsingtel/Policies/Leave/Pages/Medical%20Leave.aspx\' target=\'_blank\'> Medical Leave </a> \n']","Hello! To be able to help you, I'll need you to sign in.","Based on the provided context, the answer to the question ""Can I apply sick leave during probation?"" is yes. According to the company's policy, employees are entitled to sick leave during their probation period. However, it's important to note that the employee must ensure that their immediate supervisor is informed on the day of their absence from work and that they attach supporting documentation, such as a medical certificate, when applying for leave via HR Central - Time Off. Additionally, employees who have fully utilized their sick leave may need to apply for annual leave or no pay leave if they fall sick again.

Additionally, you can check out the following links for more information:
- To access HRCentral, you may visit Espresso > Self-service > HRCentral 
- <a href='https://singtel.sharepoint.com/sites/app_hrsingtel/Policies/Leave/Pages/Medical%20Leave.aspx' target='_blank'> Medical Leave </a> 
",0.9999999999,1.0,0.0,0.0
am I eligible for paid hospitalization leave?,"Hello! To be able to help you, I'll need you to sign in.","Yes, you are eligible for paid hospitalization leave. According to the provided information, employees are entitled to up to 60 days of hospitalization leave, inclusive of sick leave, per calendar year. This means that if you need to be hospitalized, you can use your sick leave entitlement to cover the duration of your hospitalization, and you will receive pay for the duration of your leave. However, do note that medical certificates from overseas medical clinics or hospitals (except for overseas panel medical clinics) are not recognized, so you will need to provide a valid medical certificate from a recognized medical practitioner to support your leave application.

Additionally, you can check out the following links for more information:
- <a href='https://singtel.sharepoint.com/sites/app_hrsingtel/Policies/Leave/Pages/Medical%20Leave.aspx' target='_blank'> Medical Leave </a> 
",0.2248935222625732,am I eligible for paid hospitalization leave?,"[""Yes, you are eligible for paid hospitalization leave. According to the provided information, employees are entitled to up to 60 days of hospitalization leave, inclusive of sick leave, per calendar year. This means that if you need to be hospitalized, you can use your sick leave entitlement to cover the duration of your hospitalization, and you will receive pay for the duration of your leave. However, do note that medical certificates from overseas medical clinics or hospitals (except for overseas panel medical clinics) are not recognized, so you will need to provide a valid medical certificate from a recognized medical practitioner to support your leave application.\n\nAdditionally, you can check out the following links for more information:\n- <a href='https://singtel.sharepoint.com/sites/app_hrsingtel/Policies/Leave/Pages/Medical%20Leave.aspx' target='_blank'> Medical Leave </a> \n""]","Hello! To be able to help you, I'll need you to sign in.","Yes, you are eligible for paid hospitalization leave. According to the provided information, employees are entitled to up to 60 days of hospitalization leave, inclusive of sick leave, per calendar year. This means that if you need to be hospitalized, you can use your sick leave entitlement to cover the duration of your hospitalization, and you will receive pay for the duration of your leave. However, do note that medical certificates from overseas medical clinics or hospitals (except for overseas panel medical clinics) are not recognized, so you will need to provide a valid medical certificate from a recognized medical practitioner to support your leave application.

Additionally, you can check out the following links for more information:
- <a href='https://singtel.sharepoint.com/sites/app_hrsingtel/Policies/Leave/Pages/Medical%20Leave.aspx' target='_blank'> Medical Leave </a> 
",0.9999999999,0.8,0.0,0.0
When will I receive my Service Recognition Award?,"Hello! To be able to help you, I'll need you to sign in.","Based on the provided information, the answer to the question ""When will I receive my Service Recognition Award?"" is:

Employees will receive their Service Recognition Award (SRA) through their payroll in the following month of the same calendar year. For example, if you reached your 5 years’ service in January 2023, your cash award will be paid in February 2023 payroll.

You may refer to the policy at this link to find out more: <<a href=""https://singtel.sharepoint.com/sites/app_hrsingtel/Policies/Recognition-Programs/Pages/Service%20Recognition%20Award.aspx>"" target=""_blank"">https://singtel.sharepoint.com/sites/app_hrsingtel/Policies/Recognition-Programs/Pages/Service%20Recognition%20Award.aspx></a>",0.212380838394165,When will I receive my Service Recognition Award?,"['Based on the provided information, the answer to the question ""When will I receive my Service Recognition Award?"" is:\n\nEmployees will receive their Service Recognition Award (SRA) through their payroll in the following month of the same calendar year. For example, if you reached your 5 years’ service in January 2023, your cash award will be paid in February 2023 payroll.\n\nYou may refer to the policy at this link to find out more: <<a href=""https://singtel.sharepoint.com/sites/app_hrsingtel/Policies/Recognition-Programs/Pages/Service%20Recognition%20Award.aspx>"" target=""_blank"">https://singtel.sharepoint.com/sites/app_hrsingtel/Policies/Recognition-Programs/Pages/Service%20Recognition%20Award.aspx></a>']","Hello! To be able to help you, I'll need you to sign in.","Based on the provided information, the answer to the question ""When will I receive my Service Recognition Award?"" is:

Employees will receive their Service Recognition Award (SRA) through their payroll in the following month of the same calendar year. For example, if you reached your 5 years’ service in January 2023, your cash award will be paid in February 2023 payroll.

You may refer to the policy at this link to find out more: <<a href=""https://singtel.sharepoint.com/sites/app_hrsingtel/Policies/Recognition-Programs/Pages/Service%20Recognition%20Award.aspx>"" target=""_blank"">https://singtel.sharepoint.com/sites/app_hrsingtel/Policies/Recognition-Programs/Pages/Service%20Recognition%20Award.aspx></a>",0.9999999999,1.0,0.0,0.0
Is overseas MC recognized?,"Hello! To be able to help you, I'll need you to sign in.","Yes, overseas MC (Medical Certificate) is recognized for sick leave, but only if it is issued by a registered medical or dental practitioner during applications. However, medical certificates from overseas medical clinics or hospitals (except for overseas panel medical clinics) are not recognized. Employees who are unwell may apply up to 3 days non-consecutive of sick leave in a year without having to attach a medical certificate, which will be deducted from their 14 days sick leave entitlement. If an employee has fully utilized their sick leave, they will need to apply for Annual Leave in the event that they fall sick again. If they have fully consumed their annual leave, they should apply for No Pay Leave.

Additionally, you can check out the following links for more information:
- <a href='https://singtel.sharepoint.com/sites/app_hrsingtel/Policies/Leave/Pages/Medical%20Leave.aspx' target='_blank'> Medical Leave </a> 
",0.2542657375335693,Is overseas MC recognized?,"[""Yes, overseas MC (Medical Certificate) is recognized for sick leave, but only if it is issued by a registered medical or dental practitioner during applications. However, medical certificates from overseas medical clinics or hospitals (except for overseas panel medical clinics) are not recognized. Employees who are unwell may apply up to 3 days non-consecutive of sick leave in a year without having to attach a medical certificate, which will be deducted from their 14 days sick leave entitlement. If an employee has fully utilized their sick leave, they will need to apply for Annual Leave in the event that they fall sick again. If they have fully consumed their annual leave, they should apply for No Pay Leave.\n\nAdditionally, you can check out the following links for more information:\n- <a href='https://singtel.sharepoint.com/sites/app_hrsingtel/Policies/Leave/Pages/Medical%20Leave.aspx' target='_blank'> Medical Leave </a> \n""]","Hello! To be able to help you, I'll need you to sign in.","Yes, overseas MC (Medical Certificate) is recognized for sick leave, but only if it is issued by a registered medical or dental practitioner during applications. However, medical certificates from overseas medical clinics or hospitals (except for overseas panel medical clinics) are not recognized. Employees who are unwell may apply up to 3 days non-consecutive of sick leave in a year without having to attach a medical certificate, which will be deducted from their 14 days sick leave entitlement. If an employee has fully utilized their sick leave, they will need to apply for Annual Leave in the event that they fall sick again. If they have fully consumed their annual leave, they should apply for No Pay Leave.

Additionally, you can check out the following links for more information:
- <a href='https://singtel.sharepoint.com/sites/app_hrsingtel/Policies/Leave/Pages/Medical%20Leave.aspx' target='_blank'> Medical Leave </a> 
",0.9999999999,1.0,0.0,0.0
how to apply for shared parental leave?,"Hello! To be able to help you, I'll need you to sign in.","Hello! As a Human Resource (HR) Assistant, I'm happy to help you with your query.

To apply for Shared Parental Leave, you and your wife should follow these steps:

1. Declare your decision to share your maternity leave at the Shared Parental Leave Allocation System (SPLAS) website: <<a href=""https://www.profamilyleave.msf.gov.sg/>"" target=""_blank"">https://www.profamilyleave.msf.gov.sg/></a>.
2. Once your declaration is made, no change is allowed thereafter.
3. After registering on SPLAS, print the registration form and provide a copy to your spouse.
4. A copy of the declaration form should be uploaded online via HRCentral when you submit your maternity leave for your direct manager's approval.
5. Your Government-Paid Maternity Leave entitlement will be adjusted to 12 weeks.

Please note that you and your wife should decide on your leave arrangements before the birth of your child, or within the 12 months of your child's birth.

If you have any further questions or concerns, please don't hesitate to reach out to me.

Additionally, you can check out the following links for more information:
- To access HRCentral, you may visit Espresso > Self-service > HRCentral 
",0.2195915699005127,how to apply for shared parental leave?,"['Hello! As a Human Resource (HR) Assistant, I\'m happy to help you with your query.\n\nTo apply for Shared Parental Leave, you and your wife should follow these steps:\n\n1. Declare your decision to share your maternity leave at the Shared Parental Leave Allocation System (SPLAS) website: <<a href=""https://www.profamilyleave.msf.gov.sg/>"" target=""_blank"">https://www.profamilyleave.msf.gov.sg/></a>.\n2. Once your declaration is made, no change is allowed thereafter.\n3. After registering on SPLAS, print the registration form and provide a copy to your spouse.\n4. A copy of the declaration form should be uploaded online via HRCentral when you submit your maternity leave for your direct manager\'s approval.\n5. Your Government-Paid Maternity Leave entitlement will be adjusted to 12 weeks.\n\nPlease note that you and your wife should decide on your leave arrangements before the birth of your child, or within the 12 months of your child\'s birth.\n\nIf you have any further questions or concerns, please don\'t hesitate to reach out to me.\n\nAdditionally, you can check out the following links for more information:\n- To access HRCentral, you may visit Espresso > Self-service > HRCentral \n']","Hello! To be able to help you, I'll need you to sign in.","Hello! As a Human Resource (HR) Assistant, I'm happy to help you with your query.

To apply for Shared Parental Leave, you and your wife should follow these steps:

1. Declare your decision to share your maternity leave at the Shared Parental Leave Allocation System (SPLAS) website: <<a href=""https://www.profamilyleave.msf.gov.sg/>"" target=""_blank"">https://www.profamilyleave.msf.gov.sg/></a>.
2. Once your declaration is made, no change is allowed thereafter.
3. After registering on SPLAS, print the registration form and provide a copy to your spouse.
4. A copy of the declaration form should be uploaded online via HRCentral when you submit your maternity leave for your direct manager's approval.
5. Your Government-Paid Maternity Leave entitlement will be adjusted to 12 weeks.

Please note that you and your wife should decide on your leave arrangements before the birth of your child, or within the 12 months of your child's birth.

If you have any further questions or concerns, please don't hesitate to reach out to me.

Additionally, you can check out the following links for more information:
- To access HRCentral, you may visit Espresso > Self-service > HRCentral 
",0.9999999999,1.0,0.0,0.0
